series,c1,c2,T,split,name1,name2,fp_unifac_do,fp_cosmosac2010,fp_cosmosac_dsp,fp_Z0,fp_Z1,fp_Z0e,fp_Z0s,fp_Z0x,fp_hanna
je400885z.xml#20#T#373.2,HYBBIBNJHNGZAN-UHFFFAOYSA-N,ARXJGSRGQADJSQ-UHFFFAOYSA-N,373.15,test_one,.alpha.-furole,1-methoxy-2-propanol,0.0,0.0,0.0,0.0,0.0,,,,0.0
je400885z.xml#16#T#373.2,DKGAVHZHDRPRBM-UHFFFAOYSA-N,HZAXFHJVJLSVMW-UHFFFAOYSA-N,373.15,train,2-methyl-2-propanol,2-aminoethanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je400885z.xml#19#T#373.2,HYBBIBNJHNGZAN-UHFFFAOYSA-N,XXROGKLTLUQVRX-UHFFFAOYSA-N,373.15,test_one,.alpha.-furole,1-propen-3-ol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je400885z.xml#21#T#373.2,XXROGKLTLUQVRX-UHFFFAOYSA-N,DKPFZGUDAPQIHT-UHFFFAOYSA-N,373.15,train,1-propen-3-ol,butyl acetate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je0302349.xml#8#T#373.2,LHGVFZTZFXWLCP-UHFFFAOYSA-N,YNAVUWVOSKDBBP-UHFFFAOYSA-N,373.15,train,o-methoxyphenol,morpholine,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je400885z.xml#17#T#373.2,ARXJGSRGQADJSQ-UHFFFAOYSA-N,HZAXFHJVJLSVMW-UHFFFAOYSA-N,373.15,train,1-methoxy-2-propanol,2-aminoethanol,,0.0,0.0,0.0,0.0,,,,0.0
je400885z.xml#18#T#373.2,ARXJGSRGQADJSQ-UHFFFAOYSA-N,XEKOWRVHYACXOJ-UHFFFAOYSA-N,373.15,train,1-methoxy-2-propanol,"acetic acid, ethyl ester",0.0,0.0,0.0,0.0,0.0,,,,0.0
j.jct.2004.11.007.xml#12#T#373.2,FDPIMTJIUBPUKL-UHFFFAOYSA-N,SECXISVLQFMRJM-UHFFFAOYSA-N,373.15,train,3-pentanone,N-methyl-2-pyrrolidone,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2005.06.017.xml#6#T#373.2,DURPTKYDGMDSBL-UHFFFAOYSA-N,SECXISVLQFMRJM-UHFFFAOYSA-N,373.15,test_one,dibutyl ether,N-methyl-2-pyrrolidone,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je050317k.xml#15#T#373.2,KWOLFJPFCHCOCG-UHFFFAOYSA-N,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,373.15,test_one,acetophenone,phenol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2012.11.008.xml#9#T#373.2,XEKOWRVHYACXOJ-UHFFFAOYSA-N,BZLVMXJERCGZMT-UHFFFAOYSA-N,373.17,train,ethyl ethanoate,tert-butyl methyl ether,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je0505366.xml#9#T#383.2,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,TVMXDCGIABBOFY-UHFFFAOYSA-N,383.15,test_one,aniline,octane,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
je050317k.xml#20#T#383.2,YEJRWHAVMIAJKC-UHFFFAOYSA-N,WERYXYBDKMZEQL-UHFFFAOYSA-N,383.15,train,.gamma.-butyrolactone,"1,4-butanediol",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2010.02.030.xml#7#T#383.2,YXFVVABEGXRONW-UHFFFAOYSA-N,QENGPZGAWFQWCZ-UHFFFAOYSA-N,383.15,test_one,toluene,3-methylthiophene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je400065j.xml#8#T#383.3,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,383.3,train,ethanol,ethyl methyl ketone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je300678r.xml#28#T#388.1,LWWJDXKGQVEZKT-QMMMGPOBSA-N,NTIZESTWPVYFNL-UHFFFAOYSA-N,388.08,test_one,2-ethyl-1-hexanol,4-methyl-2-pentanone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acs.jced.6b00139.xml#3#T#388.2,BDAGIHXWWSANSR-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,388.15,train,formic acid,water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je101304x.xml#4#T#403.2,UHOVQNZJYSORNB-UHFFFAOYSA-N,XDTMQSROBMDMFD-UHFFFAOYSA-N,403.15,train,benzene,cyclohexane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2014.04.026.xml#10#T#403.2,XBDQKXXYIPTUBI-UHFFFAOYSA-N,FUZZWVXGSFPDMH-UHFFFAOYSA-N,403.15,train,propionic acid,caproic acid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2014.04.026.xml#12#T#408.2,KQNPFQTWMSNSAP-UHFFFAOYSA-N,FUZZWVXGSFPDMH-UHFFFAOYSA-N,408.15,train,isobutyric acid,caproic acid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acs.jced.5b01104.xml#1#T#412.6,QTBSBXVTEAMEQO-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,412.6,test_one,acetic acid,water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je050141m.xml#8#T#413.2,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,AOGQPLXWSUTHQB-UHFFFAOYSA-N,413.15,test_both,1-hexanol,hexyl ethanoate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je0302349.xml#4#T#413.2,LHGVFZTZFXWLCP-UHFFFAOYSA-N,ABDKAPXRBAPSQN-UHFFFAOYSA-N,413.15,test_one,o-methoxyphenol,o-dimethoxybenzene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je034254m.xml#0#T#413.2,HXJUTPCZVOIRIF-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,413.18,test_one,sulfolane,water,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
je400885z.xml#23#T#423.2,ARXJGSRGQADJSQ-UHFFFAOYSA-N,DKPFZGUDAPQIHT-UHFFFAOYSA-N,423.15,train,1-methoxy-2-propanol,butyl acetate,0.0,0.0,0.0,0.0,0.0,,,,0.0
j.fluid.2014.04.026.xml#14#T#423.2,NQPDZGIKBAWPEJ-UHFFFAOYSA-N,FUZZWVXGSFPDMH-UHFFFAOYSA-N,423.15,train,valeric acid,caproic acid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
je700027n.xml#6#T#433.2,JFCQEDHGNNZCLN-UHFFFAOYSA-N,XTDYIOOONNVFMA-UHFFFAOYSA-N,433.15,train,glutaric acid,dimethyl glutarate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j.fluid.2014.04.026.xml#16#T#443.2,MNWFXJYAOYHMED-UHFFFAOYSA-N,FUZZWVXGSFPDMH-UHFFFAOYSA-N,443.15,train,heptanoic acid,caproic acid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
